"","Age","Workclass","Fnlwgt","Education","Education.num","Marital.status","Occupation","Relationship","Race","Sex","Capital.gain","Capital.loss","Hours.per.week","Native.country","Above.Limit"
"9140",25,5,254746,9,11,5,1,2,5,1,0,0,40,39,1
"9142",19,1,180976,1,6,5,3,5,5,1,0,0,35,39,1
"9143",70,5,282642,12,9,3,6,1,5,2,0,2174,40,39,2
"9144",59,7,136413,6,4,3,5,1,5,2,0,0,48,39,1
"9145",25,5,131463,10,13,3,10,1,5,2,0,0,40,39,1
"9146",44,3,177240,15,15,5,10,2,5,2,10520,0,40,39,2
"9147",37,5,218490,13,14,3,4,1,5,2,0,0,55,8,2
"9149",21,1,80680,12,9,5,3,2,5,1,0,0,40,39,1
"9150",21,5,20728,12,9,5,12,4,5,1,4101,0,40,39,1
"9151",47,2,117628,12,9,3,3,1,5,2,0,0,40,39,2
"9152",20,5,91939,12,9,5,1,2,3,1,0,1721,30,39,1
"9153",32,8,175931,12,9,3,11,1,5,2,0,0,40,39,1
"9154",28,5,309566,12,9,5,1,5,5,1,0,0,20,39,1
"9155",53,5,123703,12,9,1,14,2,5,2,0,0,40,39,1
"9156",19,1,369678,12,9,5,3,2,4,2,0,0,30,39,1
"9157",58,5,29928,16,10,3,12,6,5,1,0,0,36,39,1
"9158",22,5,167868,12,9,5,12,2,5,1,0,0,30,39,1
"9159",23,5,235894,2,7,3,4,1,5,2,0,0,55,39,1
"9160",21,5,189888,12,9,5,6,2,5,2,3325,0,60,39,1
"9163",34,3,254270,10,13,5,10,2,5,1,0,0,40,39,1
"9164",41,3,185057,13,14,5,10,2,5,1,0,0,40,39,1
"9166",34,5,101345,12,9,3,8,6,5,1,0,0,40,39,2
"9167",51,3,176751,10,13,3,10,1,5,2,0,1902,40,39,2
"9168",32,7,97723,9,11,5,3,2,5,2,0,0,40,39,1
"9169",38,5,127601,16,10,7,4,2,5,1,0,0,40,39,2
"9170",37,5,227597,16,10,3,3,1,5,2,0,0,40,39,1
"9171",21,1,143995,16,10,5,3,4,3,2,0,0,20,39,1
"9173",26,5,284078,16,10,5,1,2,5,2,0,0,40,39,1
"9174",34,5,207668,16,10,3,6,1,5,2,0,1887,40,39,2
"9176",27,5,119170,2,7,5,4,5,5,1,0,0,45,39,1
"9177",20,5,188612,16,10,5,1,4,5,1,0,0,38,27,1
"9178",36,5,114605,9,11,3,1,1,5,2,0,0,40,39,2
"9179",31,1,317761,10,13,5,3,2,5,2,0,0,40,39,1
"9180",32,5,164197,10,13,3,4,1,5,2,0,0,60,39,2
"9181",54,5,329266,12,9,3,3,1,5,2,0,0,44,39,2
"9182",34,3,207383,13,14,7,10,2,5,1,0,0,40,39,1
"9183",46,5,123598,16,10,3,12,1,5,2,0,0,48,39,2
"9184",33,5,259931,2,7,6,7,3,5,2,0,0,30,39,1
"9185",32,5,134737,10,13,3,10,1,5,2,99999,0,50,39,2
"9186",42,5,106900,9,11,5,13,2,5,2,0,0,40,39,1
"9187",30,5,87054,12,9,3,3,1,5,2,0,0,50,39,1
"9188",37,5,82622,16,10,3,8,1,5,2,0,0,40,39,2
"9189",28,5,181659,12,9,3,7,1,5,2,0,0,40,39,1
"9190",25,5,321205,10,13,5,4,2,5,2,4101,0,35,39,1
"9191",44,7,231348,16,10,3,8,1,5,2,0,0,40,39,2
"9192",40,5,276096,12,9,3,7,1,5,2,0,0,40,39,1
"9193",36,5,290560,16,10,3,4,1,5,2,0,0,45,39,1
"9194",21,5,307315,16,10,5,1,5,5,2,0,0,40,39,1
"9195",39,8,99156,11,16,3,10,1,5,2,0,0,50,39,2
"9196",24,5,237928,10,13,5,10,2,5,2,0,0,39,39,1
"9197",46,5,153501,12,9,5,14,2,1,2,0,0,40,39,1
"9198",47,1,149700,10,13,3,3,1,5,2,0,0,36,39,2
"9199",47,5,189680,10,13,3,12,1,5,2,0,1977,40,39,2
"9201",60,7,127805,6,4,3,14,1,5,2,0,0,40,39,2
"9202",35,5,150217,10,13,3,8,6,5,1,0,0,24,31,1
"9203",33,5,295649,12,9,6,8,5,5,1,0,0,40,3,1
"9204",21,5,197182,8,12,5,10,2,5,1,0,0,40,39,1
"9205",37,5,241998,10,13,3,13,1,5,2,0,0,50,39,2
"9206",48,2,156410,12,9,3,1,1,3,2,0,0,50,39,2
"9207",58,5,473836,6,4,7,5,3,5,1,0,0,45,13,1
"9208",21,5,198431,12,9,5,6,2,5,1,0,0,40,39,1
"9209",22,5,113936,12,9,5,6,4,5,2,0,0,40,39,1
"9210",22,5,318915,12,9,5,8,5,5,1,0,0,40,39,1
"9211",28,7,175406,13,14,3,4,6,5,1,0,0,30,39,2
"9212",33,1,193172,9,11,3,3,4,5,1,7688,0,50,39,2
"9213",23,2,320294,12,9,5,10,2,5,2,0,0,40,39,1
"9214",58,8,400285,12,9,3,1,1,3,2,0,0,40,39,2
"9215",24,1,283731,10,13,5,3,4,5,2,0,0,40,39,1
"9216",38,3,227154,10,13,3,3,1,2,2,0,0,40,30,1
"9218",47,5,212120,10,13,3,4,1,5,2,0,0,45,39,2
"9219",50,5,320510,10,13,3,4,1,5,2,0,1902,40,39,2
"9220",21,5,175800,12,9,5,10,5,5,1,0,0,55,39,1
"9221",55,5,170169,12,9,6,1,2,5,1,0,0,40,39,1
"9222",47,5,344157,2,7,1,6,2,5,2,0,0,40,39,1
"9223",19,5,199441,12,9,5,10,2,5,1,0,0,40,39,1
"9224",47,5,225456,12,9,5,13,3,5,2,0,0,50,39,1
"9225",36,5,61178,2,7,3,3,1,5,2,0,0,40,39,1
"9226",28,3,175262,8,12,3,11,1,5,2,0,2002,40,9,1
"9227",42,5,152568,12,9,7,12,5,1,1,0,0,40,39,1
"9228",41,5,182108,13,14,5,10,2,5,1,27828,0,35,39,2
"9229",46,5,273771,10,13,3,12,1,5,2,99999,0,40,39,2
"9230",32,5,208291,12,9,3,12,1,5,2,0,0,50,39,1
"9231",34,5,224358,1,6,5,8,5,3,1,0,0,40,39,1
"9232",33,5,55176,6,4,3,3,1,5,2,0,0,40,39,1
"9233",60,8,152711,10,13,3,4,1,5,2,0,0,40,39,2
"9234",53,5,68684,12,9,3,14,1,5,2,0,0,40,39,1
"9235",24,5,185452,10,13,5,13,2,5,1,0,0,50,39,1
"9236",39,2,175232,16,10,3,6,1,5,2,0,1977,60,39,2
"9237",23,5,173851,16,10,5,3,2,5,2,0,0,40,39,1
"9238",50,5,162327,10,13,3,1,1,5,2,0,1902,50,39,2
"9239",36,3,51424,12,9,1,1,5,5,1,0,0,40,39,1
"9240",19,5,123416,3,8,6,10,4,5,1,1055,0,40,39,1
"9241",26,5,262656,12,9,5,1,4,5,1,0,0,40,39,1
"9242",38,5,233194,12,9,3,12,1,3,2,0,0,40,39,2
"9243",41,5,290660,10,13,3,3,1,5,2,7688,0,55,39,2
"9245",38,5,179117,8,12,5,7,2,3,1,10520,0,50,39,2
"9246",72,1,33608,16,10,3,3,1,5,2,9386,0,30,39,2
"9247",39,5,317434,12,9,3,3,1,5,2,0,0,40,39,1
"9248",35,8,126569,12,9,3,3,1,5,2,7298,0,40,39,2
"9249",38,3,745768,16,10,1,4,5,3,1,0,0,45,39,1
"9251",26,5,302603,12,9,5,14,4,5,2,0,0,45,39,1
"9252",52,5,46788,10,13,1,3,5,5,2,0,0,25,39,1
"9253",41,5,289886,5,3,3,8,1,4,2,0,1579,40,27,1
"9254",45,5,179135,12,9,1,1,2,5,1,0,0,40,39,1
"9255",58,2,175873,16,10,3,1,1,5,2,0,0,40,39,2
"9256",34,5,57426,10,13,5,12,2,5,2,0,0,45,39,1
"9257",36,5,312206,12,9,3,7,1,5,2,0,0,40,39,1
"9258",19,9,344858,12,9,5,5,4,5,2,0,0,20,39,1
"9259",26,8,177035,2,7,1,8,5,5,1,0,0,40,39,1
"9260",60,5,88055,1,6,3,14,1,5,2,0,0,40,39,1
"9261",35,7,111095,12,9,3,4,1,5,2,0,0,50,39,1
"9262",39,5,192251,1,6,1,8,2,5,1,0,0,60,39,1
"9263",27,5,29807,12,9,6,6,5,5,1,0,0,40,24,1
"9264",26,2,211596,13,14,5,10,2,5,2,0,0,40,39,1
"9266",59,7,181070,12,9,3,12,1,5,2,0,0,40,9,2
"9267",53,3,20676,12,9,3,4,1,1,2,0,0,48,39,1
"9268",35,5,115803,2,7,1,14,2,5,2,0,0,40,39,1
"9269",34,3,124827,16,10,3,4,1,5,2,0,0,40,39,2
"9270",36,5,95336,12,9,3,13,1,5,2,0,0,45,39,2
"9271",36,5,257942,12,9,3,12,1,5,2,0,0,40,39,1
"9272",21,5,72593,12,9,5,8,4,5,2,0,0,40,39,1
"9273",29,5,147340,16,10,5,12,4,5,1,0,0,40,39,1
"9274",35,5,185325,10,13,3,10,1,5,2,0,0,50,39,2
"9275",59,7,357943,10,13,3,4,1,5,2,0,0,40,39,2
"9277",50,3,30682,13,14,3,10,1,5,2,0,0,50,39,1
"9278",24,2,29591,10,13,5,10,2,4,1,0,0,40,39,1
"9279",36,5,215392,10,13,1,13,2,5,1,0,0,40,39,1
"9280",31,5,110554,12,9,3,7,6,5,1,4386,0,40,39,2
"9281",42,7,133584,16,10,3,3,1,5,2,0,0,40,8,1
"9282",38,5,210438,6,4,1,12,5,5,1,0,0,40,39,1
"9283",52,5,256916,12,9,3,4,1,5,2,0,0,40,39,1
"9284",46,5,73541,1,6,1,3,2,5,2,0,0,40,39,1
"9285",23,5,109952,16,10,3,3,1,5,2,0,0,60,39,1
"9286",54,5,197975,5,3,3,12,1,5,2,0,0,51,39,1
"9287",27,5,401723,12,9,5,1,2,3,1,0,0,40,39,1
"9288",42,5,179524,10,13,6,8,2,5,1,0,0,50,39,1
"9289",33,8,296282,12,9,3,3,1,5,2,0,0,40,39,1
"9290",19,5,145844,8,12,5,4,2,5,1,0,0,50,39,1
"9291",59,5,191965,2,7,3,8,6,5,1,3908,0,28,39,1
"9292",54,5,96792,12,9,7,8,5,5,1,0,0,32,39,1
"9293",48,5,185041,6,4,3,14,1,5,2,0,1672,55,39,1
"9294",19,1,233779,16,10,5,3,4,5,2,0,0,60,39,1
"9295",45,5,347834,12,9,1,1,2,5,1,0,0,40,39,1
"9297",35,7,169426,8,12,3,3,1,5,2,0,0,40,39,1
"9298",47,5,202856,16,10,1,1,2,5,1,0,0,36,39,1
"9299",33,5,50276,10,13,5,4,2,5,2,0,0,40,39,1
"9300",48,7,187454,10,13,3,10,1,5,2,0,0,40,39,1
"9301",42,5,126098,12,9,6,3,5,3,1,0,0,40,39,1
"9302",19,5,250639,16,10,5,8,4,5,2,0,0,24,39,1
"9303",64,6,195366,10,13,3,10,1,5,2,0,0,40,39,1
"9305",20,2,119156,12,9,5,1,3,5,2,0,0,20,39,1
"9306",28,5,162343,12,9,5,8,2,5,2,0,0,40,33,1
"9307",52,5,108435,13,14,3,4,1,5,2,0,1902,50,12,2
"9308",29,7,394927,16,10,5,3,2,5,2,0,0,45,39,1
"9309",51,5,172281,10,13,6,12,2,5,2,0,0,40,39,1
"9310",36,5,370767,12,9,3,10,1,5,2,0,2377,60,39,1
"9311",43,5,352005,10,13,3,12,1,5,2,15024,0,45,39,2
"9312",52,5,165681,16,10,3,4,1,5,2,0,0,40,39,1
"9313",50,5,258819,12,9,1,3,2,5,2,0,0,40,39,2
"9314",25,5,130793,16,10,1,8,2,5,2,0,0,30,39,1
"9315",36,5,118909,8,12,5,1,5,3,1,0,0,40,23,1
"9316",44,5,202466,16,10,3,4,6,5,1,0,0,60,39,1
"9317",47,5,161558,1,6,4,14,2,3,2,0,0,45,39,1
"9318",32,5,188246,12,9,1,3,4,5,2,0,0,40,39,1
"9319",37,5,160120,13,14,5,10,5,2,2,0,0,40,35,1
"9320",40,5,144594,12,9,3,1,1,5,2,2829,0,40,39,1
"9321",34,7,123429,12,9,3,12,1,5,2,0,0,60,39,1
"9322",35,6,340110,16,10,3,12,1,5,2,0,0,50,39,2
"9324",49,7,113513,10,13,3,5,1,5,2,0,0,50,39,1
"9325",63,1,186809,10,13,3,3,1,5,2,0,0,30,39,2
"9326",46,7,320421,10,13,4,10,2,5,2,0,0,25,39,1
"9327",31,3,295589,16,10,5,1,4,3,2,0,0,40,39,1
"9328",22,5,370548,9,11,5,3,2,5,2,0,0,30,39,1
"9330",52,5,110977,11,16,5,4,2,5,2,0,0,40,39,2
"9331",26,5,55860,16,10,5,1,2,3,1,0,0,40,39,1
"9332",34,5,158800,10,13,3,4,1,5,2,0,0,50,39,2
"9333",31,5,131568,7,5,5,7,2,5,2,0,0,40,39,1
"9334",46,5,173613,12,9,1,12,5,5,1,0,0,30,39,1
"9335",22,5,216867,6,4,3,7,1,5,2,0,0,40,26,1
"9336",38,5,104089,9,11,5,3,4,5,2,0,0,40,39,1
"9337",35,5,208106,12,9,3,12,1,5,2,0,0,40,7,1
"9338",27,8,340269,16,10,5,11,2,5,2,0,0,40,39,1
"9339",27,5,236246,8,12,3,4,1,5,2,0,0,40,39,1
"9340",46,5,213408,16,10,1,12,5,5,1,0,0,40,5,1
"9343",69,1,28197,12,9,3,3,1,5,2,0,0,60,39,2
"9344",20,5,262749,16,10,5,8,4,5,2,0,0,35,39,1
"9345",34,2,198265,10,13,3,11,1,5,2,0,0,60,39,1
"9346",49,5,170871,13,14,3,4,1,5,2,0,0,45,39,2
"9347",27,5,177761,16,10,3,5,1,4,2,0,0,50,39,1
"9349",45,5,205100,10,13,3,4,1,5,2,15024,0,60,39,2
"9351",51,8,77905,9,11,1,10,5,5,1,0,0,40,39,1
"9352",64,1,193575,2,7,5,3,5,5,2,0,0,40,39,1
"9353",41,8,116520,11,16,3,10,1,5,2,0,0,40,39,2
"9354",18,1,85154,3,8,5,3,4,2,1,0,0,24,11,1
"9355",49,5,180532,13,14,4,10,2,5,2,0,0,40,39,1
"9356",51,5,508891,12,9,1,7,4,3,2,0,0,40,39,1
"9357",20,5,211345,16,10,5,6,4,5,1,0,0,20,39,1
"9358",69,7,170877,12,9,3,12,1,5,2,0,0,48,39,1
"9359",18,1,97318,12,9,5,3,4,5,1,0,0,35,39,1
"9360",43,5,184105,12,9,3,6,1,5,2,0,0,50,39,1
"9361",50,5,150941,12,9,1,7,5,3,1,0,0,44,39,1
"9362",32,5,303942,12,9,3,7,1,5,2,0,0,40,39,1
"9363",27,3,273929,12,9,5,5,4,5,2,0,0,40,39,1
"9364",38,5,197077,12,9,3,8,1,5,2,0,0,40,39,1
"9365",62,5,162825,12,9,3,7,1,5,2,0,0,40,39,2
"9366",46,5,159869,12,9,1,4,2,5,2,0,0,44,39,1
"9367",19,5,158343,16,10,5,13,4,5,1,0,0,40,39,1
"9368",17,1,406920,1,6,5,3,4,5,2,0,0,40,39,1
"9369",21,5,227986,12,9,5,7,5,5,1,0,0,40,39,1
"9370",36,5,137527,10,13,5,1,2,5,1,0,0,50,39,1
"9371",36,5,180150,3,8,1,6,2,5,2,0,0,40,39,1
"9372",23,5,239539,12,9,5,7,4,2,2,0,0,40,30,1
"9373",58,5,281792,10,13,3,10,1,5,2,0,0,40,39,2
"9374",40,5,224799,10,13,3,10,1,5,2,0,0,45,39,1
"9375",64,5,292639,16,10,3,4,6,5,1,10566,0,35,39,1
"9376",66,5,22313,2,7,3,3,1,5,2,0,0,20,39,1
"9377",42,5,194636,12,9,3,12,1,5,2,0,0,40,39,1
"9378",55,5,156089,16,10,7,1,5,5,1,0,0,40,39,1
"9379",53,5,193720,16,10,3,4,1,5,2,0,1977,40,39,2
"9380",25,5,218667,12,9,3,6,1,5,2,0,0,40,39,1
"9381",39,5,358837,16,10,5,13,5,3,1,0,0,40,39,1
"9382",20,5,174685,12,9,5,8,4,5,2,0,0,40,39,1
"9383",32,5,168854,12,9,3,8,1,5,2,0,0,54,39,1
"9385",23,2,350680,8,12,5,4,4,5,1,0,0,40,31,1
"9386",18,5,115215,12,9,5,8,4,5,2,0,0,25,39,1
"9387",43,7,152958,12,9,3,4,1,5,2,0,0,35,39,2
"9388",29,5,217200,12,9,3,3,1,5,2,0,0,40,39,1
"9389",32,5,235124,16,10,3,11,1,5,2,0,0,46,6,1
"9390",31,3,144949,12,9,1,3,5,5,2,0,0,40,39,1
"9391",60,5,135470,5,3,3,3,1,5,2,0,0,40,26,1
"9392",42,5,281209,16,10,3,14,1,5,2,0,0,50,39,1
"9393",46,5,155489,13,14,3,4,1,5,2,0,0,50,39,2
"9394",38,5,290306,12,9,3,3,1,5,2,0,0,40,39,2
"9395",18,5,182042,2,7,5,8,4,5,1,0,0,19,39,1
"9396",31,5,210008,12,9,5,12,4,5,1,0,0,40,39,1
"9397",54,5,234938,12,9,3,12,1,5,2,4064,0,55,39,1
"9398",46,5,315423,16,10,3,12,1,5,2,0,2042,50,39,1
"9400",50,3,30008,10,13,3,10,1,5,2,0,0,45,39,2
"9401",38,7,201328,6,4,3,5,1,5,2,0,0,56,39,1
"9402",36,8,96468,13,14,5,10,4,5,1,0,0,40,39,1
"9403",25,5,486332,12,9,1,8,2,5,2,0,0,40,26,1
"9404",19,5,46162,12,9,5,5,4,5,2,0,0,25,39,1
"9405",60,3,98350,16,10,3,8,1,2,2,0,0,60,30,1
"9406",45,3,175958,7,5,5,8,4,5,2,0,0,40,39,1
"9408",42,5,175935,12,9,1,14,2,5,2,0,1980,46,39,1
"9409",38,5,204527,12,9,3,3,1,5,2,0,0,50,39,1
"9410",22,1,57827,16,10,5,3,4,5,2,0,0,40,39,1
"9411",19,5,418176,12,9,5,4,2,3,2,0,0,32,39,1
"9412",23,5,262744,16,10,5,1,4,5,2,0,0,40,39,1
"9413",24,5,177287,16,10,5,6,4,5,1,0,0,30,39,1
"9414",30,5,255004,8,12,1,12,2,5,2,0,0,52,39,1
"9415",62,5,183735,16,10,3,4,1,5,2,0,0,40,39,1
"9416",26,7,318644,15,15,5,10,4,5,2,0,0,20,39,1
"9417",42,2,132125,10,13,3,4,1,5,2,0,0,52,39,2
"9418",33,5,206051,12,9,3,3,1,5,2,0,0,40,39,1
"9419",54,6,99185,11,16,3,10,1,5,2,0,0,50,39,2
"9420",35,5,225750,10,13,1,10,5,5,1,0,0,32,39,1
"9421",33,5,245777,12,9,1,12,2,5,2,0,0,40,39,1
"9422",45,5,169092,12,9,1,12,2,5,1,0,0,55,39,1
"9423",62,5,211035,10,13,3,1,6,5,1,0,0,30,39,2
"9424",24,5,285432,12,9,5,4,4,5,2,0,0,40,39,1
"9425",50,3,154779,16,10,1,1,2,3,1,0,0,40,39,1
"9426",54,5,37237,10,13,3,10,1,5,2,0,0,40,39,2
"9427",58,5,417419,6,4,1,7,4,5,2,0,0,40,39,1
"9428",39,6,33975,12,9,3,3,1,5,2,0,0,50,39,1
"9429",32,5,42485,12,9,1,3,5,5,2,0,0,40,39,1
"9430",27,5,170017,10,13,3,10,1,5,2,0,0,40,39,1
"9431",27,5,152683,12,9,3,14,1,5,2,3908,0,35,39,1
"9432",20,5,41721,16,10,5,8,4,5,2,0,0,60,39,1
"9433",64,5,66634,6,4,3,3,1,5,2,0,0,40,39,1
"9434",55,6,257216,13,14,7,12,2,5,1,0,0,40,39,1
"9435",46,5,167882,12,9,1,13,2,5,1,0,0,43,39,1
"9436",45,5,179428,16,10,3,14,1,5,2,0,0,55,39,1
"9437",26,5,57512,12,9,5,14,2,5,2,0,0,40,39,1
"9438",36,5,301614,12,9,3,3,1,5,2,0,0,40,39,1
"9439",25,5,193820,10,13,5,12,2,5,1,0,1876,40,39,1
"9440",58,5,222247,1,6,3,14,1,5,2,0,1887,40,39,2
"9441",39,6,189092,10,13,3,4,1,5,2,0,0,45,39,1
"9442",47,5,217509,12,9,7,9,2,2,1,0,0,45,37,1
"9443",35,5,308691,13,14,3,7,1,5,2,0,0,48,39,1
"9444",38,5,169672,12,9,3,4,1,5,2,0,0,40,39,1
"9445",50,5,120914,2,7,3,3,1,5,2,0,0,40,39,1
"9446",36,5,370156,12,9,1,1,5,5,1,0,0,38,39,1
"9447",28,5,398220,5,3,5,3,3,5,2,0,0,40,26,1
"9448",44,7,208277,12,9,3,7,6,5,1,0,0,45,39,1
"9449",40,5,337456,12,9,1,11,5,5,1,0,0,40,39,1
"9450",55,5,172666,16,10,3,3,1,5,2,0,0,40,39,2
"9451",29,7,32280,12,9,5,5,2,5,2,0,0,45,39,1
"9452",33,5,194901,12,9,3,3,1,5,2,0,0,45,39,1
"9453",19,1,57329,16,10,5,3,4,5,1,0,0,30,24,1
"9454",32,5,173730,10,13,3,4,1,5,2,7688,0,40,39,2
"9456",23,5,274797,12,9,5,6,4,5,2,0,0,25,39,1
"9457",31,5,359249,9,11,5,11,4,3,2,0,0,40,39,1
"9458",22,5,152744,16,10,5,8,2,2,1,0,0,40,30,1
"9459",59,5,188041,12,9,1,6,2,3,2,0,0,40,39,1
"9460",32,5,97723,16,10,5,3,2,5,2,0,0,38,39,1
"9461",49,8,354529,16,10,5,1,2,5,1,0,0,40,39,1
"9462",22,5,249727,16,10,5,1,4,5,2,0,0,30,39,1
"9463",26,5,189590,16,10,5,1,2,5,2,0,0,30,39,1
"9464",23,8,298871,16,10,3,1,1,2,2,0,0,40,40,1
"9465",55,7,205296,16,10,3,12,6,5,1,0,0,50,39,1
"9466",47,5,303637,12,9,3,4,1,5,2,0,0,49,39,2
"9467",44,5,242861,12,9,3,14,1,5,2,0,0,40,39,1
"9468",27,5,37599,16,10,5,8,2,5,2,0,0,24,39,1
"9469",40,8,199381,13,14,3,10,6,5,1,15024,0,37,39,2
"9471",20,5,256211,16,10,5,7,3,2,2,0,0,40,40,1
"9472",84,3,163685,12,9,7,4,2,5,1,0,0,33,39,1
"9473",40,5,266084,16,10,1,3,3,5,2,0,0,50,39,1
"9474",37,5,161111,10,13,5,12,2,5,1,0,0,40,39,1
"9475",44,5,199031,16,10,1,14,4,5,2,0,1380,40,39,1
"9476",47,5,166634,16,10,1,4,5,5,1,0,0,40,11,1
"9477",62,7,204085,16,10,3,12,1,5,2,0,0,25,39,1
"9478",19,1,369527,16,10,5,3,4,5,1,0,0,40,39,1
"9479",47,5,464945,12,9,5,14,2,5,2,0,0,45,39,1
"9480",44,3,174684,12,9,1,3,5,3,2,0,0,40,39,1
"9481",26,3,166295,10,13,3,1,1,5,2,0,0,41,39,1
"9482",36,5,220511,16,10,3,3,1,5,2,0,0,40,39,1
"9483",52,5,246936,2,7,3,8,1,5,2,0,0,40,39,1
"9484",33,5,104509,16,10,1,1,5,5,1,0,0,40,39,1
"9485",48,1,266337,12,9,3,3,1,5,2,0,0,40,39,1
"9486",33,5,252168,12,9,3,14,1,3,2,0,0,40,39,1
"9487",25,5,92093,10,13,3,4,1,5,2,0,0,20,39,1
"9488",62,5,88055,10,13,3,7,1,5,2,0,0,40,39,1
"9489",38,5,129591,16,10,3,3,1,5,2,0,0,40,39,1
"9491",18,1,264924,16,10,5,3,4,5,1,0,0,40,39,1
"9492",46,5,128796,10,13,3,4,1,5,2,0,0,44,39,2
"9494",52,5,190333,16,10,3,1,1,5,2,0,0,40,39,2
"9496",49,5,218676,16,10,3,7,1,5,2,0,0,43,39,1
"9498",33,5,184833,12,9,5,8,2,5,1,0,0,35,39,1
"9499",70,7,280639,12,9,7,8,3,5,1,2329,0,20,39,1
"9501",27,1,180553,12,9,3,3,6,5,1,0,0,40,39,2
"9502",61,5,56009,16,10,3,12,1,5,2,0,0,40,39,1
"9503",33,5,255334,10,13,3,10,1,5,2,0,0,25,39,2
"9504",46,6,328216,10,13,3,12,1,5,2,0,1902,42,39,2
"9505",29,5,349154,1,6,6,5,5,5,1,0,0,40,13,1
"9506",40,3,24763,16,10,1,14,5,5,2,6849,0,40,39,1
"9507",43,8,41834,12,9,3,14,1,5,2,0,0,38,39,2
"9508",24,5,113466,12,9,5,12,2,5,2,0,0,40,39,1
"9509",29,5,130856,16,10,3,3,1,5,2,0,0,60,39,1
"9511",48,5,202117,2,7,1,8,2,5,1,0,0,34,39,1
"9512",19,5,280146,16,10,5,6,4,5,2,0,0,20,39,1
"9513",30,5,70377,16,10,5,7,2,5,1,0,0,40,39,1
"9514",24,5,236696,16,10,5,8,2,5,2,0,0,30,39,1
"9515",39,3,222572,13,14,5,10,5,5,1,0,0,43,39,1
"9516",46,6,110702,16,10,1,4,5,5,1,2036,0,60,39,1
"9518",27,3,200492,10,13,5,10,4,5,1,0,0,40,39,1
"9519",25,5,193820,13,14,5,10,4,5,1,0,0,40,39,1
"9520",31,5,454508,2,7,5,3,2,5,2,0,2001,40,39,1
"9521",58,5,220789,10,13,1,14,2,5,2,0,0,45,39,1
"9522",33,5,101345,12,9,3,4,6,5,1,0,0,42,2,2
"9523",40,5,140559,12,9,7,8,5,5,1,0,0,25,39,1
"9525",31,5,402361,12,9,3,3,1,5,2,0,0,40,39,1
"9526",33,5,143582,12,9,6,8,5,2,1,0,0,48,3,1
"9527",49,5,185385,8,12,3,12,1,5,2,0,0,45,39,1
"9528",24,5,112706,9,11,5,13,4,5,2,0,0,40,39,1
"9529",46,5,130364,12,9,5,3,5,5,2,0,0,40,39,1
"9530",58,3,147428,13,14,3,10,1,5,2,0,0,40,39,2
"9531",20,5,205895,16,10,5,12,4,5,1,0,0,20,39,1
"9532",65,1,273569,12,9,7,3,5,5,2,0,0,40,39,1
"9533",43,5,153160,16,10,3,1,6,5,1,0,0,40,39,1
"9534",48,7,167918,13,14,3,12,1,2,2,0,0,50,19,1
"9535",41,5,195661,16,10,3,14,1,5,2,0,0,54,39,1
"9536",27,8,146243,16,10,6,8,2,5,1,0,0,30,39,1
"9538",26,5,149943,12,9,5,8,3,2,2,0,0,60,39,1
"9539",52,3,246197,12,9,3,3,1,5,2,0,0,40,39,1
"9540",52,3,192563,16,10,1,4,2,5,1,0,0,38,39,1
"9541",19,5,244115,12,9,5,8,4,3,2,0,0,30,39,1
"9542",39,3,98587,16,10,1,10,4,5,1,0,0,45,39,1
"9543",47,5,145886,16,10,1,8,5,5,1,0,0,40,39,1
"9544",27,5,244315,12,9,1,3,3,4,2,0,0,40,39,1
"9545",48,5,192779,16,10,1,3,2,5,2,0,0,40,39,1
"9546",50,5,209464,12,9,6,8,5,5,1,0,0,35,39,1
"9547",60,5,25141,16,10,3,14,1,5,2,0,0,60,39,1
"9548",28,5,405793,8,12,3,13,1,5,2,0,0,45,39,2
"9549",47,2,53498,12,9,1,8,5,3,1,0,0,40,39,1
"9550",69,1,476653,10,13,3,3,1,5,2,0,0,20,39,1
"9552",37,5,277022,12,9,5,6,5,5,1,3887,0,40,27,1
"9553",41,8,109762,13,14,5,10,2,5,2,0,0,40,39,1
"9554",38,5,123031,12,9,3,1,1,2,2,0,0,48,38,1
"9555",46,2,119890,9,11,6,13,2,4,1,0,0,30,39,1
"9556",21,7,409230,16,10,5,1,4,5,2,0,0,30,39,1
"9557",44,5,223308,13,14,6,12,5,5,1,0,0,48,39,1
"9558",38,1,129150,1,6,6,3,4,5,2,0,0,35,39,1
"9559",47,7,119199,16,10,3,1,6,5,1,0,0,35,39,2
"9560",42,5,46221,11,16,4,8,2,5,2,27828,0,60,39,2
"9561",42,3,351161,16,10,1,3,2,5,2,0,0,40,39,1
"9562",56,5,174533,10,13,5,4,2,5,1,0,0,45,39,2
"9563",32,5,324386,10,13,5,10,4,5,2,0,0,40,39,1
"9564",24,5,126568,10,13,3,8,1,5,2,0,0,33,39,1
"9565",26,5,275703,16,10,3,12,1,5,2,0,0,40,39,1
"9566",36,7,219611,10,13,5,12,2,3,1,2174,0,50,39,1
"9567",49,5,200471,2,7,5,8,2,5,2,0,0,60,39,1
"9568",65,5,155261,12,9,3,4,1,5,2,0,0,40,39,2
"9569",73,8,74040,6,4,1,8,2,2,1,0,0,40,39,1
"9570",34,5,226296,2,7,3,6,1,5,2,0,0,40,39,1
"9571",22,5,211968,10,13,5,1,4,5,1,0,0,40,39,1
